material_id,e_ij_max,band_gap,lattice_a,lattice_b,lattice_c,angle_alpha,angle_beta,angle_gamma,space_group,atomic_positions,atomic_elements
mp-540118,0.3392579574601015,,5.111519,7.733097,10.106176,90.0,90.0,90.0,33,"[array([3.44985107, 6.08689851, 1.51152011]), array([0.89409157, 2.22035001, 3.54156789]), array([4.21742743, 6.08689851, 6.56460811]), array([1.66166793, 2.22035001, 8.59465589]), array([1.74450521, 4.16840994, 5.93054663]), array([0.81125429, 4.16840994, 0.87745863]), array([3.36701379, 0.30186144, 4.17562937]), array([4.30026471, 0.30186144, 9.22871737]), array([1.3718857 , 3.81609004, 4.46748563]), array([1.54688877, 2.91030466, 6.7964741 ]), array([0.68515312, 0.7024204 , 9.18083431]), array([3.7396333 , 7.68263854, 5.63869037]), array([0.89962734, 5.35954661, 6.41999883]), array([1.1838738 , 3.81609004, 9.52057363]), array([1.00887073, 2.91030466, 1.7433861 ]), array([1.65613216, 5.35954661, 1.36691083]), array([1.87060638, 0.7024204 , 4.12774631]), array([4.42636588, 4.5689689 , 0.92534169]), array([4.21189166, 1.49299811, 3.68617717]), array([3.56463023, 6.77685316, 3.3097019 ]), array([3.24091262, 4.5689689 , 5.97842969]), array([4.10264827, 6.77685316, 8.3627899 ]), array([3.9276452 , 7.68263854, 0.58560237]), array([3.45538684, 1.49299811, 8.73926517])]","['Mn', 'Mn', 'Mn', 'Mn', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-28508,1.2530310950403845,,6.440482437644714,6.440482437644714,3.271700679344918,80.71252917282855,80.71252917282855,123.73070022653798,8,"[array([4.11193723, 2.6379791 , 0.09781219]), array([-4.11193723,  2.6379791 ,  0.09781219]), array([2.05368546, 3.52376266, 1.58628023]), array([-2.05368546,  3.52376266,  1.58628023]), array([-1.02675700e-16,  2.78494756e+00,  1.23673491e+00]), array([4.74663077e-17, 4.24105943e+00, 2.00905097e+00]), array([-2.80146376,  4.08556601,  1.28814948]), array([2.80146376, 4.08556601, 1.28814948]), array([1.43460176e-16, 3.18271875e+00, 2.13014036e+00]), array([-3.94293143e-16,  5.75721617e+00,  1.84910169e+00])]","['Cd', 'Cd', 'H', 'H', 'H', 'H', 'O', 'O', 'O', 'O']"
mp-2293,0.2694499999999999,,4.186835534459064,4.186835896959547,4.18683535,59.999987746370174,59.9999848288494,60.00000236708488,216,"[array([0., 0., 0.]), array([1.20863496, 0.85463427, 2.09341819])]","['Mn', 'Se']"
mp-763985,0.1332723479497139,,5.077152326111459,7.412880818163071,5.331430188520713,93.72160257412588,89.1678539849612,89.95486669944516,1,"[array([-2.55640403,  1.3739208 , -4.21198779]), array([-2.61899054, -1.62590842, -2.05998353]), array([-5.11638384, -0.29385963, -6.31471787]), array([-5.02047253, -0.05123395, -0.08528556]), array([-4.11606156, -0.67114912, -1.56351647]), array([-4.50507592,  1.233568  , -7.36635077]), array([-4.13810441,  0.38326671, -4.77172618]), array([-3.50144611,  2.02029246, -2.65180202]), array([-3.54233948, -2.33839719, -3.63158297]), array([-3.16125761,  2.90169787, -5.26411854]), array([-1.96332935, -0.15037617, -3.15481355]), array([-1.56707064,  5.08885063, -4.77255308]), array([-1.61522306,  0.72370981, -5.77105443]), array([-0.97816169,  2.3721694 , -3.65545416]), array([-1.03306907,  3.46049547, -6.92184206]), array([-0.62825914, -1.79523879, -5.22636361])]","['Cr', 'Cr', 'Cr', 'Cr', 'O', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
mp-775761,0.014959999999999973,,6.6271587,6.6271587,6.6271587,90.0,90.0,90.0,198,"[array([0.497479, 0.497479, 0.497479]), array([2.81610035, 6.12968633, 3.81105172]), array([3.81105172, 2.81610035, 6.12968633]), array([6.12968633, 3.81105172, 2.81610035]), array([0.56375092, 3.87733027, 6.06340778]), array([2.74982843, 2.74982843, 2.74982843]), array([3.87733027, 6.06340778, 0.56375092]), array([6.06340778, 0.56375092, 3.87733027]), array([0.05711703, 1.33180905, 2.74807409]), array([0.56550526, 6.57004167, 4.6453884 ]), array([1.33180905, 2.74807409, 0.05711703]), array([1.9817703 , 3.87908461, 3.37069638]), array([2.74807409, 0.05711703, 1.33180905]), array([3.25646232, 5.29534965, 6.06165344]), array([3.37069638, 1.9817703 , 3.87908461]), array([3.87908461, 3.37069638, 1.9817703 ]), array([4.6453884 , 0.56550526, 6.57004167]), array([5.29534965, 6.06165344, 3.25646232]), array([6.06165344, 3.25646232, 5.29534965]), array([6.57004167, 4.6453884 , 0.56550526])]","['Ag', 'Ag', 'Ag', 'Ag', 'Cl', 'Cl', 'Cl', 'Cl', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-10517,0.39007626561994263,,8.521975,5.015229,7.116001872758887,71.0844161192401,90.0,90.0,4,"[array([3.01407768, 1.7048966 , 2.29627652]), array([7.27506518, 5.6171604 , 4.43544148]), array([0.00686871, 1.67841236, 1.80567565]), array([4.26785621, 5.64364464, 4.92604235]), array([1.52799864, 4.23259142, 3.58529281]), array([2.44661641, 3.22387262, 6.19248046]), array([6.70760391, 4.09818438, 0.53923754]), array([5.78898614, 3.08946558, 3.14642519]), array([2.8140925 , 6.82213038, 5.79771232]), array([1.3446313 , 3.7847335 , 5.13391781]), array([5.6056188 , 3.5373235 , 1.59780019]), array([4.59537276, 2.16129894, 3.40581175]), array([0.33438526, 5.16075806, 3.32590625]), array([5.76983726, 4.36643821, 3.99034028]), array([1.72632204, 1.00086423, 0.81263953]), array([5.98730954, 6.32119277, 5.91907847]), array([1.50884976, 2.95561879, 2.74137772]), array([7.12339959, 2.33216607, 3.26185396]), array([3.65902927, 4.15660728, 6.17861312]), array([2.86241209, 4.98989093, 3.46986404]), array([7.92001677, 3.16544972, 0.55310488]), array([7.07508   , 0.49992662, 0.93400568])]","['Li', 'Li', 'Sc', 'Sc', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-774557,0.36028,,5.20445601,8.98306713,9.83772457,90.0,90.0,90.0,19,"[array([0.0974461 , 3.55770978, 0.36519188]), array([0.20403086, 2.54138533, 6.23862147]), array([2.39819714, 6.4416818 , 1.31975918]), array([2.5047819 , 5.42535735, 5.28405416]), array([2.69967411, 0.93382378, 9.47253269]), array([2.80625887, 1.95014824, 3.5991031 ]), array([5.00042515, 7.03291889, 8.51796539]), array([5.10700991, 8.04924335, 4.55367041]), array([0.19986131, 0.04436692, 1.46652751]), array([2.40236669, 8.93870021, 6.38538979]), array([2.80208932, 4.44716665, 8.37119706]), array([5.0045947 , 4.53590048, 3.45233478]), array([0.45722395, 5.88919892, 4.63338441]), array([0.87793625, 4.94962417, 1.95448986]), array([0.98425236, 7.7084026 , 2.58564905]), array([0.93002489, 7.72066835, 6.68431692]), array([1.21833088, 3.45805442, 4.22522882]), array([1.33645221, 0.76699053, 4.96541538]), array([1.2657758, 8.2160766, 0.0465531]), array([1.38389712, 5.52501271, 9.14409111]), array([1.67220311, 1.26239878, 1.76545464]), array([1.61797565, 1.27466453, 7.50451134]), array([1.72429176, 4.03344296, 6.87335214]), array([2.14500405, 3.09386821, 9.55224669]), array([3.05945196, 7.58540178, 5.20434016]), array([3.48016425, 8.52497652, 7.88323471]), array([3.58648036, 5.76619809, 7.25207552]), array([3.5322529 , 5.75393234, 3.15340765]), array([3.82055889, 1.03347915, 5.61249575]), array([3.93868021, 3.72454303, 4.87230919]), array([3.8680038 , 5.2585241 , 9.79117147]), array([3.98612513, 7.94958798, 0.69363346]), array([4.27443112, 3.22913479, 8.07226993]), array([4.22020365, 3.21686904, 2.33321323]), array([4.32651976, 0.45809061, 2.96437243]), array([4.74723206, 1.39766535, 0.28547788])]","['Er', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er', 'Er', 'Te', 'Te', 'Te', 'Te', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-977011,1.8040342577322488,,6.476631,6.467177,6.559144183766964,88.84520881282829,90.0,90.0,6,"[array([0.        , 1.18200384, 1.21840868]), array([5.60942954, 1.53659115, 6.33845975]), array([0.86720146, 1.53659115, 6.33845975]), array([3.2383155 , 3.13190042, 3.11695427]), array([0.        , 6.09440846, 6.47689516]), array([3.2383155 , 6.21480989, 3.30494707]), array([3.2383155 , 2.6620288 , 6.36701902]), array([0.        , 2.70186444, 3.22598446]), array([0.        , 0.95692411, 0.18264162]), array([5.37381618, 5.42133896, 0.44891502]), array([0.        , 5.88667353, 5.15558129]), array([1.10281482, 5.42133896, 0.44891502])]","['H', 'H', 'H', 'Pb', 'C', 'I', 'I', 'I', 'N', 'F', 'F', 'F']"
mp-35695,1.167302743379017,,3.677300761015068,3.677300761015068,3.6773005585023917,58.66948783981602,58.66948783981602,58.66949648001116,160,"[array([2.42838516e+00, 4.27802812e-18, 8.32962287e-01]), array([ 6.42996739e+00, -6.49340111e-18,  2.20554813e+00]), array([ 7.61678783e-01, -1.25322756e-17,  2.61264033e-01]), array([8.38998855e+00, 1.09461324e-16, 2.87785652e+00])]","['Li', 'Li', 'H', 'N']"
mp-28782,0.36397999999999997,,6.92369091,6.92369091,7.07714131,90.0,90.0,90.0,114,"[array([0.        , 3.46184546, 2.97010077]), array([3.46184546, 0.        , 4.10704054]), array([3.46184546, 0.        , 0.56846989]), array([0.        , 3.46184546, 6.50867142]), array([0., 0., 0.]), array([3.46184546, 3.46184546, 3.53857066]), array([0.        , 0.        , 3.53857066]), array([3.46184546, 3.46184546, 0.        ]), array([2.14503193, 2.41270896, 1.17395903]), array([2.41270896, 4.77865898, 5.90318228]), array([4.51098195, 2.14503193, 5.90318228]), array([5.60687739, 1.0491365 , 2.36461162]), array([1.31681352, 5.87455441, 2.36461162]), array([4.77865898, 4.51098195, 1.17395903]), array([1.0491365 , 1.31681352, 4.71252969]), array([5.87455441, 5.60687739, 4.71252969])]","['Na', 'Na', 'Na', 'Na', 'Na', 'Na', 'P', 'P', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']"
mp-1818,0.07113713714292379,,4.574852249555885,4.574850710626015,4.57485147,109.47121522964466,109.47120841537593,109.47122094438402,217,"[array([0., 0., 0.]), array([0.        , 0.        , 3.00796731]), array([0.73863697, 1.27935552, 0.52229517]), array([ 2.83593948,  0.        , -1.00265534]), array([-1.41796875,  2.45599496, -1.00265534])]","['Si', 'F', 'F', 'F', 'F']"
mp-673070,1.7876894295710315,,7.786058,5.202573,7.849197872926188,86.1025423006188,90.0,90.0,4,"[array([0.93340821, 1.85630946, 1.33843523]), array([4.82643721, 3.87978154, 6.49260977]), array([0.06877425, 4.29826217, 5.83986868]), array([3.96180325, 1.43782883, 1.99117632]), array([2.42619018, 4.13762654, 0.37356434]), array([6.31921918, 1.59846446, 7.45748066]), array([5.37212308, 3.97027815, 3.59349427]), array([1.47909408, 1.76581285, 4.23755073]), array([5.33358209, 2.65627606, 2.71929905]), array([7.28560912, 0.99150938, 0.7437535 ]), array([2.94291191, 1.48478804, 3.74595688]), array([4.865422  , 1.43340955, 0.13473313]), array([6.65932976, 2.76444586, 6.4337673 ]), array([0.50805586, 1.81903547, 3.1270694 ]), array([4.40108486, 3.91705553, 4.7039756 ]), array([1.44055309, 3.07981494, 5.11174595]), array([2.76630076, 2.97164514, 1.3972777 ]), array([6.83594091, 4.25130296, 4.08508812]), array([0.972393  , 4.30268145, 7.69631187]), array([2.41389599, 0.27079922, 1.20349849]), array([6.30692499, 5.46529178, 6.62754651]), array([1.10043472, 0.64603794, 5.2968092 ]), array([3.39258012, 4.74458162, 7.0872915 ]), array([4.99346372, 5.09005306, 2.5342358 ])]","['Li', 'Li', 'Nb', 'Nb', 'P', 'P', 'P', 'P', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-28007,0.46189861614860894,,4.26464444,7.42236288,14.53650438,90.0,90.0,90.0,26,"[array([0.        , 0.02983404, 1.47076717]), array([0.        , 5.06218561, 5.67980257]), array([ 0.        ,  3.74101548, 13.06573721]), array([0.        , 1.35100417, 8.85670181]), array([2.13232222, 4.93441883, 9.40956374]), array([2.13232222, 1.22323739, 5.12694064]), array([ 2.13232222,  7.41700735, 12.46865901]), array([2.13232222, 3.70582591, 2.06784537]), array([2.13232222, 2.88583428, 6.80097509]), array([2.13232222, 6.59701572, 7.73552929]), array([ 0.        ,  6.60669278, 11.30726369]), array([0.        , 2.89551134, 3.22924069]), array([ 2.13232222,  2.97229969, 10.71496858]), array([2.13232222, 5.39546907, 0.25381783]), array([ 2.13232222,  1.68428763, 14.28268655]), array([2.13232222, 6.68348113, 3.8215358 ])]","['Ba', 'Ba', 'Ba', 'Ba', 'Hg', 'Hg', 'Hg', 'Hg', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']"
mp-11342,0.24815591130597087,,8.973289806714593,8.973289806714593,8.973288862725479,24.279964267652883,24.279964267652883,24.27996518552865,160,"[array([ 2.47012011e+01, -5.00835009e-17,  3.07289332e+00]), array([1.20399270e+00, 2.25915081e-18, 1.49779806e-01]), array([ 6.27976073e+00, -3.61205212e-18,  7.81218479e-01]), array([ 1.09883368e+01, -3.86670270e-17,  1.36697752e+00])]","['Ga', 'Ga', 'Se', 'Se']"
mp-704718,0.005855,,12.008444,12.008444,11.094471,90.0,90.0,90.0,96,"[array([7.45755594, 1.55863599, 5.68116795]), array([ 4.55088806, 10.44980801,  0.13393245]), array([4.44558601, 1.45333394, 2.9075502 ]), array([ 7.56285799, 10.55511006,  8.4547857 ]), array([1.55863599, 7.45755594, 5.41330305]), array([1.45333394, 4.44558601, 8.1869208 ]), array([10.55511006,  7.56285799,  2.6396853 ]), array([10.44980801,  4.55088806, 10.96053855]), array([1.50758809, 1.50758809, 5.5472355 ]), array([7.51181009, 4.49663391, 8.32085325]), array([4.49663391, 7.51181009, 2.77361775]), array([10.50085591, 10.50085591,  0.        ]), array([4.25838638, 1.55989688, 5.52308284]), array([ 7.75005762, 10.44854712, 11.07031834]), array([ 4.44432512, 10.26260838,  2.74946509]), array([7.56411888, 1.74583562, 8.29670059]), array([1.55989688, 4.25838638, 5.57138816]), array([10.26260838,  4.44432512,  8.34500591]), array([1.74583562, 7.56411888, 2.79777041]), array([10.44854712,  7.75005762,  0.02415266]), array([10.78599641,  1.51079435,  5.28691483]), array([ 1.22244759, 10.49764965, 10.83415033]), array([4.49342765, 4.78177441, 2.51329708]), array([7.51501635, 7.22666959, 8.06053258]), array([ 1.10009355,  4.52328064, 10.81828524]), array([10.52750264,  4.90412845,  2.49743199]), array([1.48094136, 7.10431555, 8.04466749]), array([10.90835045,  7.48516336,  5.27104974]), array([ 4.90412845, 10.52750264,  8.59703901]), array([7.10431555, 1.48094136, 3.04980351]), array([4.52328064, 1.10009355, 0.27618576]), array([ 7.48516336, 10.90835045,  5.82342126]), array([ 7.80270264,  4.59742078, 10.98007591]), array([10.60164278, 10.20996336,  2.65922266]), array([1.40680122, 1.79848064, 8.20645816]), array([4.20574136, 7.41102322, 5.43284041]), array([10.20996336, 10.60164278,  8.43524834]), array([1.79848064, 1.40680122, 2.88801284]), array([4.59742078, 7.80270264, 0.11439509]), array([7.41102322, 4.20574136, 5.66163059]), array([10.49764965,  1.22244759,  0.26032067]), array([7.22666959, 7.51501635, 3.03393842]), array([4.78177441, 4.49342765, 8.58117392]), array([ 1.51079435, 10.78599641,  5.80755617])]","['Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'Pt', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']"
mp-3934,0.7864192371756937,,6.03301481,6.28028061,7.21836939,90.0,90.0,90.0,31,"[array([5.49548399, 5.1778107 , 1.81142417]), array([2.47897658, 1.10246991, 1.79776052]), array([2.47897658, 1.10246991, 5.42060887]), array([5.49548399, 5.1778107 , 5.40694522]), array([2.45468568, 4.09617775, 3.6091847 ]), array([5.47119308, 2.18410286, 0.        ]), array([2.42207615, 4.23767109, 0.        ]), array([5.43858355, 2.04260952, 3.6091847 ]), array([1.72575656, 5.22339323, 5.50980821]), array([4.74226396, 1.05688738, 5.31774588]), array([4.72327306, 3.98958613, 3.6091847 ]), array([1.70676565, 2.29069448, 0.        ]), array([4.74226396, 1.05688738, 1.90062351]), array([1.72575656, 5.22339323, 1.70856118]), array([4.49821114, 4.25562773, 0.        ]), array([1.48170373, 2.02465288, 3.6091847 ])]","['Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'Cu', 'P', 'P', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']"
mp-2414,0.027368613410255184,,5.16848274,10.73614708,12.30442788,90.0,90.0,90.0,33,"[array([1.06934383, 1.37814863, 1.00512361]), array([ 3.6535852 ,  9.35799845, 11.29930427]), array([3.6535852 , 3.98992491, 7.15733755]), array([1.06934383, 6.74622217, 5.14709033]), array([ 0.20644998,  3.287978  , 11.35910379]), array([2.79069135, 7.44816908, 0.94532409]), array([2.79069135, 2.08009554, 5.20688985]), array([0.20644998, 8.65605154, 7.09753803]), array([5.11784034, 3.86934015, 1.83436884]), array([ 2.53359897,  6.86679619, 10.47005904]), array([2.53359897, 1.49873339, 7.98658278]), array([5.11784034, 9.23742443, 4.3178451 ]), array([0.69965513, 0.04689495, 1.23147993]), array([ 3.2838965 , 10.68925213, 11.07294795]), array([3.2838965 , 5.32117859, 7.38369387]), array([0.69965513, 5.41496849, 4.92073401]), array([2.38488084, 1.86510602, 1.0411057 ]), array([ 4.96912221,  8.87104106, 11.26332218]), array([4.96912221, 3.50296752, 7.19331964]), array([2.38488084, 7.23317956, 5.11110824]), array([ 0.3697854 ,  1.76008911, 11.88879107]), array([2.95402677, 8.97605797, 0.41563681]), array([2.95402677, 3.60798443, 5.73657713]), array([0.3697854 , 7.12816265, 6.56785075]), array([ 4.45708068,  3.20674091, 10.30791166]), array([1.87283931, 7.52940617, 1.99651622]), array([1.87283931, 2.16133263, 4.15569772]), array([4.45708068, 8.57481445, 8.14873016]), array([ 1.46889158,  3.89954233, 11.2819709 ]), array([4.05313295, 6.83660475, 1.02245698]), array([4.05313295, 1.46853121, 5.12975696]), array([1.46889158, 9.26761587, 7.17467092]), array([4.53082449, 3.89121323, 0.30896505]), array([ 1.94658312,  6.84493385, 11.99546283]), array([1.94658312, 1.47686031, 6.46117899]), array([4.53082449, 9.25928677, 5.84324889]), array([1.20677611, 4.49072193, 1.86032466]), array([ 3.79101748,  6.24542515, 10.44410322]), array([3.79101748, 0.87735161, 8.0125386 ]), array([1.20677611, 9.85879547, 4.29188928]), array([4.03765086, 4.18303545, 2.66447562]), array([1.45340949, 6.55311163, 9.63995226]), array([1.45340949, 1.18503809, 8.81668956]), array([4.03765086, 9.55110899, 3.48773832]), array([0.10871449, 2.25098805, 1.97210965]), array([ 2.69295586,  8.48515903, 10.33231823]), array([2.69295586, 3.11708549, 8.12432359]), array([0.10871449, 7.61906159, 4.18010429])]","['S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-14506,0.06280517547071163,,10.41812321444821,10.418123997161308,10.418123606367722,89.68391180170939,89.6839080076674,89.68391503953819,155,"[array([9.30629288, 8.7799867 , 6.17362147]), array([8.84769352, 5.96815951, 9.37594002]), array([6.07212967, 9.20692183, 8.95380892]), array([4.40677266, 1.57692506, 1.21802886]), array([1.58996423, 1.14998993, 4.4203474 ]), array([1.19944306, 4.38875225, 1.64015995]), array([1.76981396, 7.73260684, 3.6693964 ]), array([7.77317154, 3.56179058, 1.81145344]), array([3.58094932, 1.68270343, 7.79328107]), array([6.82507887, 2.62430492, 8.78251543]), array([2.72206968, 8.67420833, 6.92457246]), array([8.75121264, 6.79512117, 2.80068781]), array([5.98859954, 5.92159754, 6.05713571]), array([4.48549913, 4.43531422, 4.53683316]), array([9.65267636, 4.38713264, 3.52765693]), array([3.47627469, 9.60270694, 4.53530608]), array([4.42530608, 3.36801601, 9.69219277]), array([5.97864298, 0.75420482, 7.06631194]), array([7.056507  , 5.96977911, 0.9017761 ]), array([0.8328889 , 6.98889576, 6.05866279]), array([7.25297673, 7.87091163, 4.70799911]), array([7.92245036, 4.53631572, 7.30607956]), array([4.61720882, 7.16396345, 8.00507289]), array([5.84893562, 2.48600013, 3.28788932]), array([2.52208334, 3.19294831, 5.88596976]), array([3.25864114, 5.82059603, 2.58889598]), array([0.85718936, 5.17845588, 9.62728709]), array([5.28632621, 9.55803926, 0.96668177]), array([9.56763244, 0.7988725 , 5.29698444]), array([ 1.84379815, -0.0302389 ,  8.56486458]), array([0.06588287, 8.54312942, 1.94113728]), array([8.56441766, 1.84402124, 0.08796702]), array([8.67724526, 8.58016201, 8.77655147]), array([1.79685341, 1.77674975, 1.8174174 ])]","['Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Al', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te', 'Te']"
mp-754739,0.3629296259214265,,4.576561173816537,4.576561173816537,8.786886,90.0,90.0,119.9999880565653,190,"[array([2.288281  , 1.32114198, 6.5901645 ]), array([ 2.288281  , -1.32114198,  2.1967215 ]), array([2.288281  , 1.32114198, 0.62170733]), array([0.      , 0.      , 4.393443]), array([0., 0., 0.]), array([2.288281  , 1.32114198, 3.77173567]), array([ 2.288281  , -1.32114198,  5.01515033]), array([ 2.288281  , -1.32114198,  8.16517867]), array([1.52208443, 2.63632693, 4.393443  ]), array([1.52208443, 2.63632693, 0.        ]), array([2.288281  , 1.32114198, 2.1967215 ]), array([1.53239314e+00, 4.05234715e-18, 4.39344300e+00]), array([1.53239314e+00, 4.05234715e-18, 0.00000000e+00]), array([ 2.288281  , -1.32114198,  6.5901645 ]), array([ 1.52208443, -2.63632693,  4.393443  ]), array([ 1.52208443, -2.63632693,  0.        ])]","['Ca', 'Ca', 'Be', 'Be', 'Be', 'Be', 'Be', 'Be', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-7688,1.6004597912475025,,5.2407,5.575037,6.705555,90.0,90.0,90.0,31,"[array([5.17684207, 1.84131765, 1.67900392]), array([2.55649207, 3.73371935, 5.03178142]), array([5.17684207, 1.84131765, 5.02655108]), array([2.55649207, 3.73371935, 1.67377358]), array([2.57221941, 0.97981833, 3.3527775 ]), array([5.19256941, 4.59521867, 0.        ]), array([2.52569772, 1.02872255, 0.        ]), array([5.14604772, 4.54631445, 3.3527775 ]), array([2.95252653, 4.8598378 , 0.        ]), array([0.74575685, 1.13296459, 0.        ]), array([0.33217653, 0.7151992 , 3.3527775 ]), array([3.36610685, 4.44207241, 3.3527775 ]), array([0.57105288, 3.71098435, 1.92514472]), array([3.19140288, 1.86405265, 1.42763278]), array([3.19140288, 1.86405265, 5.27792222]), array([0.57105288, 3.71098435, 4.78041028])]","['Li', 'Li', 'Li', 'Li', 'Cd', 'Cd', 'Ge', 'Ge', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
mp-7447,0.29415512195232446,,6.7628358248039335,6.762764578257292,7.982007322777959,89.99848689094888,89.9983339847098,109.38028448594557,36,"[array([1.54079105, 3.71007298, 6.58980226]), array([3.04213784, 2.62367197, 2.5988729 ]), array([5.88427993, 0.56744082, 4.38033336]), array([-1.30144813,  5.76616272,  0.38930508]), array([2.54865392, 0.47932641, 5.37919265]), array([2.03411624, 5.85448022, 1.38834214]), array([4.92456621, 3.76319932, 5.37817133]), array([-0.34185805,  2.57077525,  1.38817677]), array([4.90373477, 1.27683615, 0.0074139 ]), array([-0.32084068,  5.05729784,  3.99826974])]","['Rb', 'Rb', 'Rb', 'Rb', 'Se', 'Se', 'Se', 'Se', 'Se', 'Se']"
mp-757174,0.4541605704676379,,8.623612363829167,8.62183743507852,4.623256166894672,90.00181345929562,90.00428099151442,119.9912475217569,150,"[array([4.31132011, 2.4887317 , 2.33364578]), array([-2.41928407e-03, -4.53119283e-04, -2.50735108e-05]), array([ 4.31219498, -2.48975054,  2.28920776]), array([2.80456571e+00, 4.85728567e+00, 3.85326429e-05]), array([1.36249198, 2.35980991, 2.3114282 ]), array([ 3.01375280e+00, -1.23146212e-04,  1.96826232e-04]), array([ 1.36313511, -2.35999025,  2.31156932]), array([ 5.89777979e+00, -7.15556332e-04,  2.31139288e+00]), array([ 2.80574314e+00, -4.85787680e+00, -5.68689176e-04]), array([4.24417809, 5.77301664, 3.56332215]), array([4.2928504 , 4.18464696, 1.27828854]), array([2.80480076, 3.26108909, 3.44347744]), array([5.7329662 , 3.40730335, 3.44231559]), array([1.49906382, 0.79038195, 3.56329062]), array([2.85148543, 1.62463356, 1.27850653]), array([5.79054017, 1.6550683 , 1.27817775]), array([ 1.4998831 , -0.79058902,  1.05990238]), array([4.39635721, 0.79923188, 3.44368457]), array([ 2.85259905, -1.62447534,  3.34455576]), array([7.18826695, 0.90193593, 3.56260132]), array([ 4.39836779, -0.79923021,  1.17993949]), array([ 2.80713583, -3.26099362,  1.18008237]), array([ 7.18941663, -0.9051957 ,  1.05905344]), array([ 5.79100777, -1.65640767,  3.34431922]), array([ 4.29469621, -4.18594259,  3.34463195]), array([ 5.73463283, -3.40831116,  1.17951772]), array([ 4.24674641, -5.77471574,  1.05936673])]","['Li', 'Li', 'Li', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'Mn', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F', 'F']"
mp-675801,0.4809532058906925,,10.349246,7.33926,7.365009211853642,89.9671317883309,90.0,90.0,4,"[array([7.44091124, 1.87743094, 2.32298981]), array([2.26628824, 5.46605406, 5.04201819]), array([10.29911425,  1.81926369,  5.61747573]), array([5.12449125, 5.52422131, 1.74753227]), array([5.15006424, 7.18546884, 3.51078884]), array([7.90892484, 1.82412388, 5.54351632]), array([10.29934194,  0.13524894,  7.26870316]), array([10.30108061,  3.53184584,  7.24669651]), array([5.12471894, 7.20823606, 0.09630484]), array([7.50877124, 5.48736293, 1.8488085 ]), array([2.73430184, 5.51936112, 1.82149168]), array([5.09622746, 3.84906744, 3.51807283]), array([10.32467689,  0.15801616,  3.85421916]), array([10.27085046,  3.49441756,  3.84693517]), array([2.33414824, 1.85612207, 5.5161995 ]), array([5.12645761, 3.81163916, 0.11831149])]","['K', 'K', 'Nb', 'Nb', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']"
